gameserver,type,key,value
mtaserver,Parameter,emailfrom,""
mtaserver,Parameter,engine,"renderware"
mtaserver,Parameter,executabledir,"${systemdir}"
mtaserver,Parameter,executable,"./mta-server64"
mtaserver,Parameter,gamelogdir,"${serverfiles}/mods/deathmatch/logs"
mtaserver,Parameter,gamename,"Multi Theft Auto"
mtaserver,Parameter,glibc,"2.7"
mtaserver,Parameter,iftttalert,"off"
mtaserver,Parameter,iftttevent,"linuxgsm_alert"
mtaserver,Parameter,ifttttoken,"accesstoken"
mtaserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
mtaserver,Parameter,lgsmlogdir,"${logdir}/script"
mtaserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
mtaserver,Parameter,logdays,"7"
mtaserver,Parameter,logdir,"${rootdir}/log"
mtaserver,Parameter,mailgunalert,"off"
mtaserver,Parameter,mailgundomain,"example.com"
mtaserver,Parameter,mailgunemail,"email@myemail.com"
mtaserver,Parameter,mailgunemailfrom,"alert@example.com"
mtaserver,Parameter,mailguntoken,"accesstoken"
mtaserver,Parameter,maxbackupdays,"30"
mtaserver,Parameter,maxbackups,"4"
mtaserver,Parameter,parms,""
mtaserver,Parameter,postalert,"off"
mtaserver,Parameter,postdays,"7"
mtaserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
mtaserver,Parameter,posttarget,"https://hastebin.com"
mtaserver,Parameter,pushbulletalert,"off"
mtaserver,Parameter,pushbullettoken,"accesstoken"
mtaserver,Parameter,pushoveralert,"off"
mtaserver,Parameter,pushovertoken,"accesstoken"
mtaserver,Parameter,querydelay,"1"
mtaserver,Parameter,resourcesdir,"${systemdir}/mods/deathmatch/resources"
mtaserver,Parameter,servercfgdir,"${systemdir}/mods/deathmatch"
mtaserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
mtaserver,Parameter,servercfg,"mtaserver.conf"
mtaserver,Parameter,sleeptime,"0.5"
mtaserver,Parameter,stoponbackup,"on"
mtaserver,Parameter,systemdir,"${serverfiles}"
mtaserver,Parameter,telegramalert,"off"
mtaserver,Parameter,telegramchatid,""
mtaserver,Parameter,telegramtoken,"accesstoken"
mumbleserver,Function,fn_parms,
mumbleserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
mumbleserver,Parameter,ansi,"on"
mumbleserver,Parameter,backupdir,"${rootdir}/backups"
mumbleserver,Parameter,channeltag,""
mumbleserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
mumbleserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
mumbleserver,Parameter,consolelogdir,"${logdir}/console"
mumbleserver,Parameter,consolelogging,"on"
mumbleserver,Parameter,curlcustomstring,""
mumbleserver,Parameter,discordalert,"off"
mumbleserver,Parameter,discordwebhook,"webhook"
mumbleserver,Parameter,displayip,""
mumbleserver,Parameter,emailalert,"off"
mumbleserver,Parameter,email,"email@example.com"
mumbleserver,Parameter,emailfrom,""
mumbleserver,Parameter,engine,"null"
mumbleserver,Parameter,executabledir,"${serverfiles}"
mumbleserver,Parameter,executable,"./murmur.x86"
mumbleserver,Parameter,gamename,"Mumble"
mumbleserver,Parameter,glibc,"null"
mumbleserver,Parameter,iftttalert,"off"
mumbleserver,Parameter,iftttevent,"linuxgsm_alert"
mumbleserver,Parameter,ifttttoken,"accesstoken"
mumbleserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
mumbleserver,Parameter,lgsmlogdir,"${logdir}/script"
mumbleserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
mumbleserver,Parameter,logdays,"7"
mumbleserver,Parameter,logdir,"${rootdir}/log"
mumbleserver,Parameter,mailgunalert,"off"
mumbleserver,Parameter,mailgundomain,"example.com"
mumbleserver,Parameter,mailgunemail,"email@myemail.com"
mumbleserver,Parameter,mailgunemailfrom,"alert@example.com"
mumbleserver,Parameter,mailguntoken,"accesstoken"
mumbleserver,Parameter,maxbackupdays,"30"
mumbleserver,Parameter,maxbackups,"4"
mumbleserver,Parameter,parms,"-fg -ini ${servercfgfullpath}"
mumbleserver,Parameter,postalert,"off"
mumbleserver,Parameter,postdays,"7"
mumbleserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
mumbleserver,Parameter,posttarget,"https://hastebin.com"
mumbleserver,Parameter,pushbulletalert,"off"
mumbleserver,Parameter,pushbullettoken,"accesstoken"
mumbleserver,Parameter,pushoveralert,"off"
mumbleserver,Parameter,pushovertoken,"accesstoken"
mumbleserver,Parameter,querydelay,"1"
mumbleserver,Parameter,servercfgdefault,"murmur.ini"
mumbleserver,Parameter,servercfgdir,"${serverfiles}"
mumbleserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
mumbleserver,Parameter,servercfg,"${servicename}.ini"
mumbleserver,Parameter,sleeptime,"0.5"
mumbleserver,Parameter,stoponbackup,"on"
mumbleserver,Parameter,systemdir,"${serverfiles}"
mumbleserver,Parameter,telegramalert,"off"
mumbleserver,Parameter,telegramchatid,""
mumbleserver,Parameter,telegramtoken,"accesstoken"
mumbleserver,Parameter,updateonstart,"off"
ndserver,Function,fn_parms,
ndserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ndserver,Parameter,ansi,"on"
ndserver,Parameter,appid,"111710"
ndserver,Parameter,backupdir,"${rootdir}/backups"
ndserver,Parameter,branch,""
ndserver,Parameter,channeltag,""
ndserver,Parameter,clientport,"27005"
ndserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
ndserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
ndserver,Parameter,consolelogdir,"${logdir}/console"
ndserver,Parameter,consolelogging,"on"
ndserver,Parameter,curlcustomstring,""
ndserver,Parameter,defaultmap,"hydro"
ndserver,Parameter,discordalert,"off"
ndserver,Parameter,discordwebhook,"webhook"
ndserver,Parameter,displayip,""
ndserver,Parameter,emailalert,"off"
ndserver,Parameter,email,"email@example.com"
ndserver,Parameter,emailfrom,""
ndserver,Parameter,engine,"source"
ndserver,Parameter,executabledir,"${serverfiles}"
ndserver,Parameter,executable,"./srcds_run"
ndserver,Parameter,gamelogdir,"${systemdir}/logs"
ndserver,Parameter,gamename,"Nuclear Dawn"
ndserver,Parameter,glibc,"2.3.6"
ndserver,Parameter,iftttalert,"off"
ndserver,Parameter,iftttevent,"linuxgsm_alert"
ndserver,Parameter,ifttttoken,"accesstoken"
ndserver,Parameter,ip,"0.0.0.0"
ndserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ndserver,Parameter,lgsmlogdir,"${logdir}/script"
ndserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ndserver,Parameter,logdays,"7"
ndserver,Parameter,logdir,"${rootdir}/log"
ndserver,Parameter,mailgunalert,"off"
ndserver,Parameter,mailgundomain,"example.com"
ndserver,Parameter,mailgunemail,"email@myemail.com"
ndserver,Parameter,mailgunemailfrom,"alert@example.com"
ndserver,Parameter,mailguntoken,"accesstoken"
ndserver,Parameter,maxbackupdays,"30"
ndserver,Parameter,maxbackups,"4"
ndserver,Parameter,maxplayers,"32"
ndserver,Parameter,parms,"-game nucleardawn -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
ndserver,Parameter,port,"27015"
ndserver,Parameter,postalert,"off"
ndserver,Parameter,postdays,"7"
ndserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ndserver,Parameter,posttarget,"https://hastebin.com"
ndserver,Parameter,pushbulletalert,"off"
ndserver,Parameter,pushbullettoken,"accesstoken"
ndserver,Parameter,pushoveralert,"off"
ndserver,Parameter,pushovertoken,"accesstoken"
ndserver,Parameter,querydelay,"1"
ndserver,Parameter,servercfgdefault,"server.cfg"
ndserver,Parameter,servercfgdir,"${systemdir}/cfg"
ndserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
ndserver,Parameter,servercfg,"${servicename}.cfg"
ndserver,Parameter,sleeptime,"0.5"
ndserver,Parameter,sourcetvport,"27020"
ndserver,Parameter,steammaster,"true"
ndserver,Parameter,stoponbackup,"on"
ndserver,Parameter,systemdir,"${serverfiles}/nucleardawn"
ndserver,Parameter,telegramalert,"off"
ndserver,Parameter,telegramchatid,""
ndserver,Parameter,telegramtoken,"accesstoken"
ndserver,Parameter,updateonstart,"off"
nmrihserver,Function,fn_parms,
nmrihserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
nmrihserver,Parameter,ansi,"on"
nmrihserver,Parameter,appid,"317670"
nmrihserver,Parameter,backupdir,"${rootdir}/backups"
nmrihserver,Parameter,branch,""
nmrihserver,Parameter,channeltag,""
nmrihserver,Parameter,clientport,"27005"
nmrihserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
nmrihserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
nmrihserver,Parameter,consolelogdir,"${logdir}/console"
nmrihserver,Parameter,consolelogging,"on"
nmrihserver,Parameter,curlcustomstring,""
nmrihserver,Parameter,defaultmap,"nmo_broadway"
nmrihserver,Parameter,discordalert,"off"
nmrihserver,Parameter,discordwebhook,"webhook"
nmrihserver,Parameter,displayip,""
nmrihserver,Parameter,emailalert,"off"
nmrihserver,Parameter,email,"email@example.com"
nmrihserver,Parameter,emailfrom,""
nmrihserver,Parameter,engine,"source"
nmrihserver,Parameter,executabledir,"${serverfiles}"
nmrihserver,Parameter,executable,"./srcds_run"
nmrihserver,Parameter,gamelogdir,"${systemdir}/logs"
nmrihserver,Parameter,gamename,"No More Room in Hell"
nmrihserver,Parameter,glibc,"2.15"
nmrihserver,Parameter,gslt,""
nmrihserver,Parameter,iftttalert,"off"
nmrihserver,Parameter,iftttevent,"linuxgsm_alert"
nmrihserver,Parameter,ifttttoken,"accesstoken"
nmrihserver,Parameter,ip,"0.0.0.0"
nmrihserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
nmrihserver,Parameter,lgsmlogdir,"${logdir}/script"
nmrihserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
nmrihserver,Parameter,logdays,"7"
nmrihserver,Parameter,logdir,"${rootdir}/log"
nmrihserver,Parameter,mailgunalert,"off"
nmrihserver,Parameter,mailgundomain,"example.com"
nmrihserver,Parameter,mailgunemail,"email@myemail.com"
nmrihserver,Parameter,mailgunemailfrom,"alert@example.com"
nmrihserver,Parameter,mailguntoken,"accesstoken"
nmrihserver,Parameter,maxbackupdays,"30"
nmrihserver,Parameter,maxbackups,"4"
nmrihserver,Parameter,maxplayers,"8"
nmrihserver,Parameter,parms,"-game nmrih -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +sv_setsteamaccount ${gslt} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
nmrihserver,Parameter,port,"27015"
nmrihserver,Parameter,postalert,"off"
nmrihserver,Parameter,postdays,"7"
nmrihserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
nmrihserver,Parameter,posttarget,"https://hastebin.com"
nmrihserver,Parameter,pushbulletalert,"off"
nmrihserver,Parameter,pushbullettoken,"accesstoken"
nmrihserver,Parameter,pushoveralert,"off"
nmrihserver,Parameter,pushovertoken,"accesstoken"
nmrihserver,Parameter,querydelay,"1"
nmrihserver,Parameter,servercfgdefault,"server.cfg"
nmrihserver,Parameter,servercfgdir,"${systemdir}/cfg"
nmrihserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
nmrihserver,Parameter,servercfg,"${servicename}.cfg"
nmrihserver,Parameter,sleeptime,"0.5"
nmrihserver,Parameter,sourcetvport,"27020"
nmrihserver,Parameter,steammaster,"true"
nmrihserver,Parameter,stoponbackup,"on"
nmrihserver,Parameter,systemdir,"${serverfiles}/nmrih"
nmrihserver,Parameter,telegramalert,"off"
nmrihserver,Parameter,telegramchatid,""
nmrihserver,Parameter,telegramtoken,"accesstoken"
nmrihserver,Parameter,updateonstart,"off"
ns2cserver,Function,fn_parms,
ns2cserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ns2cserver,Parameter,ansi,"on"
ns2cserver,Parameter,appid,"313900"
ns2cserver,Parameter,backupdir,"${rootdir}/backups"
ns2cserver,Parameter,branch,""
ns2cserver,Parameter,channeltag,""
ns2cserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
ns2cserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
ns2cserver,Parameter,consolelogdir,"${logdir}/console"
ns2cserver,Parameter,consolelogging,"on"
ns2cserver,Parameter,curlcustomstring,""
ns2cserver,Parameter,defaultmap,"co_core"
ns2cserver,Parameter,discordalert,"off"
ns2cserver,Parameter,discordwebhook,"webhook"
ns2cserver,Parameter,displayip,""
ns2cserver,Parameter,emailalert,"off"
ns2cserver,Parameter,email,"email@example.com"
ns2cserver,Parameter,emailfrom,""
ns2cserver,Parameter,engine,"spark"
ns2cserver,Parameter,executabledir,"${serverfiles}/ia32"
ns2cserver,Parameter,executable,"./ns2combatserver_linux32"
ns2cserver,Parameter,gamelogdir,"${systemdir}/logs"
ns2cserver,Parameter,gamename,"NS2: Combat"
ns2cserver,Parameter,glibc,"2.15"
ns2cserver,Parameter,iftttalert,"off"
ns2cserver,Parameter,iftttevent,"linuxgsm_alert"
ns2cserver,Parameter,ifttttoken,"accesstoken"
ns2cserver,Parameter,ip,"0.0.0.0"
ns2cserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ns2cserver,Parameter,lgsmlogdir,"${logdir}/script"
ns2cserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ns2cserver,Parameter,logdays,"7"
ns2cserver,Parameter,logdir,"${rootdir}/log"
ns2cserver,Parameter,mailgunalert,"off"
ns2cserver,Parameter,mailgundomain,"example.com"
ns2cserver,Parameter,mailgunemail,"email@myemail.com"
ns2cserver,Parameter,mailgunemailfrom,"alert@example.com"
ns2cserver,Parameter,mailguntoken,"accesstoken"
ns2cserver,Parameter,maxbackupdays,"30"
ns2cserver,Parameter,maxbackups,"4"
ns2cserver,Parameter,maxplayers,"24"
ns2cserver,Parameter,mods,""
ns2cserver,Parameter,modstoragedir,"${servercfgdir}/Workshop"
ns2cserver,Parameter,parms,"-name \""${servername}\"" -port ${port} -webadmin -webdomain ${ip} -webuser ${webadminuser} -webpassword \""${webadminpass}\"" -webport ${webadminport} -map ${defaultmap} -limit ${maxplayers} -config_path \""${servercfgdir}\"" -modstorage \""${modstoragedir}\"" -mods \""${mods}\"""
ns2cserver,Parameter,port,"27015"
ns2cserver,Parameter,postalert,"off"
ns2cserver,Parameter,postdays,"7"
ns2cserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ns2cserver,Parameter,posttarget,"https://hastebin.com"
ns2cserver,Parameter,pushbulletalert,"off"
ns2cserver,Parameter,pushbullettoken,"accesstoken"
ns2cserver,Parameter,pushoveralert,"off"
ns2cserver,Parameter,pushovertoken,"accesstoken"
ns2cserver,Parameter,querydelay,"1"
ns2cserver,Parameter,servercfgdir,"${serverfiles}/${servicename}"
ns2cserver,Parameter,servercfgfullpath,"${servercfgdir}"
ns2cserver,Parameter,servername,"LinuxGSM Server"
ns2cserver,Parameter,serverpassword,""
ns2cserver,Parameter,sleeptime,"0.5"
ns2cserver,Parameter,steammaster,"true"
ns2cserver,Parameter,stoponbackup,"on"
ns2cserver,Parameter,systemdir,"${serverfiles}"
ns2cserver,Parameter,telegramalert,"off"
ns2cserver,Parameter,telegramchatid,""
ns2cserver,Parameter,telegramtoken,"accesstoken"
ns2cserver,Parameter,updateonstart,"off"
ns2cserver,Parameter,webadminpass,"admin"
ns2cserver,Parameter,webadminport,"8080"
ns2cserver,Parameter,webadminuser,"admin"
ns2server,Function,fn_parms,
ns2server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ns2server,Parameter,ansi,"on"
ns2server,Parameter,appid,"4940"
ns2server,Parameter,backupdir,"${rootdir}/backups"
ns2server,Parameter,branch,""
ns2server,Parameter,channeltag,""
ns2server,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
ns2server,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
ns2server,Parameter,consolelogdir,"${logdir}/console"
ns2server,Parameter,consolelogging,"on"
ns2server,Parameter,curlcustomstring,""
ns2server,Parameter,defaultmap,"ns2_summit"
ns2server,Parameter,discordalert,"off"
ns2server,Parameter,discordwebhook,"webhook"
ns2server,Parameter,displayip,""
ns2server,Parameter,emailalert,"off"
ns2server,Parameter,email,"email@example.com"
ns2server,Parameter,emailfrom,""
ns2server,Parameter,engine,"spark"
ns2server,Parameter,executabledir,"${serverfiles}/x64"
ns2server,Parameter,executable,"./server_linux"
ns2server,Parameter,gamelogdir,"${systemdir}/logs"
ns2server,Parameter,gamename,"Natural Selection 2"
ns2server,Parameter,glibc,"2.17"
ns2server,Parameter,iftttalert,"off"
ns2server,Parameter,iftttevent,"linuxgsm_alert"
ns2server,Parameter,ifttttoken,"accesstoken"
ns2server,Parameter,ip,"0.0.0.0"
ns2server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ns2server,Parameter,lgsmlogdir,"${logdir}/script"
ns2server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ns2server,Parameter,logdays,"7"
ns2server,Parameter,logdir,"${rootdir}/log"
ns2server,Parameter,mailgunalert,"off"
ns2server,Parameter,mailgundomain,"example.com"
ns2server,Parameter,mailgunemail,"email@myemail.com"
ns2server,Parameter,mailgunemailfrom,"alert@example.com"
ns2server,Parameter,mailguntoken,"accesstoken"
ns2server,Parameter,maxbackupdays,"30"
ns2server,Parameter,maxbackups,"4"
ns2server,Parameter,maxplayers,"24"
ns2server,Parameter,mods,""
ns2server,Parameter,modstoragedir,"${servercfgdir}/Workshop"
ns2server,Parameter,parms,"-name \""${servername}\"" -port ${port} -webadmin -webdomain ${ip} -webuser ${webadminuser} -webpassword \""${webadminpass}\"" -webport ${webadminport} -map ${defaultmap} -limit ${maxplayers} -config_path \""${servercfgdir}\"" -logdir \""${gamelogdir}\"" -modstorage \""${modstoragedir}\"" -mods \""${mods}\"""
ns2server,Parameter,port,"27015"
ns2server,Parameter,postalert,"off"
ns2server,Parameter,postdays,"7"
ns2server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ns2server,Parameter,posttarget,"https://hastebin.com"
ns2server,Parameter,pushbulletalert,"off"
ns2server,Parameter,pushbullettoken,"accesstoken"
ns2server,Parameter,pushoveralert,"off"
ns2server,Parameter,pushovertoken,"accesstoken"
ns2server,Parameter,querydelay,"1"
ns2server,Parameter,servercfgdir,"${serverfiles}/${servicename}"
ns2server,Parameter,servercfgfullpath,"${servercfgdir}"
ns2server,Parameter,servername,"LinuxGSM Server"
ns2server,Parameter,serverpassword,""
ns2server,Parameter,sleeptime,"0.5"
ns2server,Parameter,steammaster,"true"
ns2server,Parameter,steampass,"'password'"
ns2server,Parameter,steamuser,"username"
ns2server,Parameter,stoponbackup,"on"
ns2server,Parameter,systemdir,"${serverfiles}"
ns2server,Parameter,telegramalert,"off"
ns2server,Parameter,telegramchatid,""
ns2server,Parameter,telegramtoken,"accesstoken"
ns2server,Parameter,updateonstart,"off"
ns2server,Parameter,webadminpass,"admin"
ns2server,Parameter,webadminport,"8080"
ns2server,Parameter,webadminuser,"admin"
nsserver,Function,fn_parms,
nsserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
nsserver,Parameter,ansi,"on"
nsserver,Parameter,appid,"90"
nsserver,Parameter,appidmod,"cstrike"
nsserver,Parameter,backupdir,"${rootdir}/backups"
nsserver,Parameter,branch,""
nsserver,Parameter,channeltag,""
nsserver,Parameter,clientport,"27005"
nsserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
nsserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
nsserver,Parameter,consolelogdir,"${logdir}/console"
nsserver,Parameter,consolelogging,"on"
nsserver,Parameter,curlcustomstring,""
nsserver,Parameter,defaultmap,"ns_hera"
nsserver,Parameter,discordalert,"off"
nsserver,Parameter,discordwebhook,"webhook"
nsserver,Parameter,displayip,""
nsserver,Parameter,emailalert,"off"
nsserver,Parameter,email,"email@example.com"
nsserver,Parameter,emailfrom,""
nsserver,Parameter,engine,"goldsource"
nsserver,Parameter,executabledir,"${serverfiles}"
nsserver,Parameter,executable,"./hlds_run"
nsserver,Parameter,gamelogdir,"${systemdir}/logs"
nsserver,Parameter,gamename,"Natural Selection"
nsserver,Parameter,glibc,"2.3.4"
nsserver,Parameter,iftttalert,"off"
nsserver,Parameter,iftttevent,"linuxgsm_alert"
nsserver,Parameter,ifttttoken,"accesstoken"
nsserver,Parameter,ip,"0.0.0.0"
nsserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
nsserver,Parameter,lgsmlogdir,"${logdir}/script"
nsserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
nsserver,Parameter,logdays,"7"
nsserver,Parameter,logdir,"${rootdir}/log"
nsserver,Parameter,mailgunalert,"off"
nsserver,Parameter,mailgundomain,"example.com"
nsserver,Parameter,mailgunemail,"email@myemail.com"
nsserver,Parameter,mailgunemailfrom,"alert@example.com"
nsserver,Parameter,mailguntoken,"accesstoken"
nsserver,Parameter,maxbackupdays,"30"
nsserver,Parameter,maxbackups,"4"
nsserver,Parameter,maxplayers,"16"
nsserver,Parameter,parms,"-game ns -strictportbind +ip ${ip} -port ${port} +clientport ${clientport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
nsserver,Parameter,port,"27015"
nsserver,Parameter,postalert,"off"
nsserver,Parameter,postdays,"7"
nsserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
nsserver,Parameter,posttarget,"https://hastebin.com"
nsserver,Parameter,pushbulletalert,"off"
nsserver,Parameter,pushbullettoken,"accesstoken"
nsserver,Parameter,pushoveralert,"off"
nsserver,Parameter,pushovertoken,"accesstoken"
nsserver,Parameter,querydelay,"1"
nsserver,Parameter,servercfgdefault,"server.cfg"
nsserver,Parameter,servercfgdir,"${systemdir}"
nsserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
nsserver,Parameter,servercfg,"${servicename}.cfg"
nsserver,Parameter,sleeptime,"0.5"
nsserver,Parameter,steammaster,"true"
nsserver,Parameter,stoponbackup,"on"
nsserver,Parameter,systemdir,"${serverfiles}/ns"
nsserver,Parameter,telegramalert,"off"
nsserver,Parameter,telegramchatid,""
nsserver,Parameter,telegramtoken,"accesstoken"
nsserver,Parameter,updateonstart,"off"
opforserver,Function,fn_parms,
opforserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
opforserver,Parameter,ansi,"on"
opforserver,Parameter,appid,"90"
opforserver,Parameter,appidmod,"gearbox"
opforserver,Parameter,backupdir,"${rootdir}/backups"
opforserver,Parameter,branch,""
opforserver,Parameter,channeltag,""
opforserver,Parameter,clientport,"27005"
opforserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
opforserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
opforserver,Parameter,consolelogdir,"${logdir}/console"
opforserver,Parameter,consolelogging,"on"
opforserver,Parameter,curlcustomstring,""
opforserver,Parameter,defaultmap,"op4_bootcamp"
opforserver,Parameter,discordalert,"off"
opforserver,Parameter,discordwebhook,"webhook"
opforserver,Parameter,displayip,""
opforserver,Parameter,emailalert,"off"
opforserver,Parameter,email,"email@example.com"
opforserver,Parameter,emailfrom,""
opforserver,Parameter,engine,"goldsource"
opforserver,Parameter,executabledir,"${serverfiles}"
opforserver,Parameter,executable,"./hlds_run"
opforserver,Parameter,gamelogdir,"${systemdir}/logs"
opforserver,Parameter,gamename,"Half-Life: Opposing Force"
opforserver,Parameter,glibc,"2.3.4"
opforserver,Parameter,iftttalert,"off"
opforserver,Parameter,iftttevent,"linuxgsm_alert"
opforserver,Parameter,ifttttoken,"accesstoken"
opforserver,Parameter,ip,"0.0.0.0"
opforserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
opforserver,Parameter,lgsmlogdir,"${logdir}/script"
opforserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
opforserver,Parameter,logdays,"7"
opforserver,Parameter,logdir,"${rootdir}/log"
opforserver,Parameter,mailgunalert,"off"
opforserver,Parameter,mailgundomain,"example.com"
opforserver,Parameter,mailgunemail,"email@myemail.com"
opforserver,Parameter,mailgunemailfrom,"alert@example.com"
opforserver,Parameter,mailguntoken,"accesstoken"
opforserver,Parameter,maxbackupdays,"30"
opforserver,Parameter,maxbackups,"4"
opforserver,Parameter,maxplayers,"16"
opforserver,Parameter,parms,"-game gearbox -strictportbind +ip ${ip} -port ${port} +clientport ${clientport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
opforserver,Parameter,port,"27015"
opforserver,Parameter,postalert,"off"
opforserver,Parameter,postdays,"7"
opforserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
opforserver,Parameter,posttarget,"https://hastebin.com"
opforserver,Parameter,pushbulletalert,"off"
opforserver,Parameter,pushbullettoken,"accesstoken"
opforserver,Parameter,pushoveralert,"off"
opforserver,Parameter,pushovertoken,"accesstoken"
opforserver,Parameter,querydelay,"1"
opforserver,Parameter,servercfgdefault,"server.cfg"
opforserver,Parameter,servercfgdir,"${systemdir}"
opforserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
opforserver,Parameter,servercfg,"${servicename}.cfg"
opforserver,Parameter,sleeptime,"0.5"
opforserver,Parameter,steammaster,"true"
opforserver,Parameter,stoponbackup,"on"
opforserver,Parameter,systemdir,"${serverfiles}/gearbox"
opforserver,Parameter,telegramalert,"off"
opforserver,Parameter,telegramchatid,""
opforserver,Parameter,telegramtoken,"accesstoken"
opforserver,Parameter,updateonstart,"off"
pcserver,Function,fn_parms,
pcserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
pcserver,Parameter,ansi,"on"
pcserver,Parameter,appid,"332670"
pcserver,Parameter,backupdir,"${rootdir}/backups"
pcserver,Parameter,branch,""
pcserver,Parameter,channeltag,""
pcserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
pcserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
pcserver,Parameter,consolelogdir,"${logdir}/console"
pcserver,Parameter,consolelogging,"on"
pcserver,Parameter,curlcustomstring,""
pcserver,Parameter,discordalert,"off"
pcserver,Parameter,discordwebhook,"webhook"
pcserver,Parameter,displayip,""
